Assay_Type	AvgSpotLen	BioProject	BioSample	BioSampleModel	Center_Name	DATASTORE_filetype	DATASTORE_provider	DATASTORE_region	Experiment	InsertSize	Instrument	LibraryLayout	LibrarySelection	LibrarySource	Library_Name	LoadDate	MBases	MBytes	Platform	ReleaseDate	Run	SRA_Sample	SRA_Study	Sample_Name	analysis_type	collection_date	env_biome	env_feature	env_material	flowcell_barcode	geo_loc_name	gssr_id	host	host_age	host_disease	host_sex	host_subject_id	instrument_name	isolation_source	lane	lat_lon	library_type	lsid	product_order	project	read_group_id	run_barcode	run_name	work_request	AssemblyName	Consent	Organism
RNA-Seq	180	PRJNA398089	SAMN07526543	MIMS.me	HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH	sra	ncbi		SRX3107877	0	Illumina HiSeq 2000	PAIRED	RANDOM	METATRANSCRIPTOMIC	CSM67UAK_MTX	2018-05-15	217	91	ILLUMINA	2017-08-21	SRR5949309	SRS2443080	SRP115494	C3015C2_MTX		2014-10-21	ENVO:00009003	ENVO:2100002	ENVO:00002003		USA		Homo sapiens	50	ulcerative colitis	female	3015				Missing										public	human gut metagenome
RNA-Seq	182	PRJNA398089	SAMN07526884	MIMS.me	HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH	sra	ncbi		SRX3107878	0	Illumina HiSeq 2000	PAIRED	RANDOM	METATRANSCRIPTOMIC	MSM79H7Q_MTX	2018-05-15	1008	371	ILLUMINA	2017-08-21	SRR5949308	SRS2443081	SRP115494	M2047C14_MTX		2015-07-08	ENVO:00009003	ENVO:2100002	ENVO:00002003		USA		Homo sapiens	57		male	2047				Missing										public	human gut metagenome
RNA-Seq	180	PRJNA398089	SAMN07526568	MIMS.me	HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH	sra	ncbi		SRX3107879	0	Illumina HiSeq 2000	PAIRED	RANDOM	METATRANSCRIPTOMIC	HSM6XRQW_MTX	2018-05-15	1826	748	ILLUMINA	2017-08-21	SRR5949307	SRS2443082	SRP115494	H4018C5_MTX		2014-11-12	ENVO:00009003	ENVO:2100002	ENVO:00002003		USA		Homo sapiens	13		female	4018				Missing										public	human gut metagenome
RNA-Seq	183	PRJNA398089	SAMN07526567	MIMS.me	HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH	sra	ncbi		SRX3107880	0	Illumina HiSeq 2000	PAIRED	RANDOM	METATRANSCRIPTOMIC	HSM67VEO_MTX	2018-05-15	1971	710	ILLUMINA	2017-08-21	SRR5949306	SRS2443083	SRP115494	H4022C2_MTX		2014-11-12	ENVO:00009003	ENVO:2100002	ENVO:00002003		USA		Homo sapiens	9		female	4022				Missing										public	human gut metagenome
RNA-Seq	181	PRJNA398089	SAMN07526564	MIGS/MIMS/MIMARKS.human-gut	HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH	sra	ncbi		SRX3107881	0	Illumina HiSeq 2000	PAIRED	RANDOM	METATRANSCRIPTOMIC	HSM6XRSG_MTX	2018-05-15	762	322	ILLUMINA	2017-08-21	SRR5949305	SRS2443084	SRP115494	H4004C13_MTX		2014-11-05	ENVO:00009003	ENVO:2100002	ENVO:00002003		USA		Homo sapiens	14	Crohn''s disease	male	4004				Missing										public	human gut metagenome
RNA-Seq	182	PRJNA398089	SAMN07526566	MIGS/MIMS/MIMARKS.human-gut	HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH	sra	ncbi		SRX3107883	0	Illumina HiSeq 2000	PAIRED	RANDOM	METATRANSCRIPTOMIC	HSM5MD7U_MTX	2018-05-15	1156	423	ILLUMINA	2017-08-21	SRR5949303	SRS2443085	SRP115494	H4006C12_MTX		2014-11-07	ENVO:00009003	ENVO:2100002	ENVO:00002003		USA		Homo sapiens	8	Crohn''s disease	male	4006				Missing										public	human gut metagenome
RNA-Seq	181	PRJNA398089	SAMN07526563	MIGS/MIMS/MIMARKS.human-gut	HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH	sra	ncbi		SRX3107882	0	Illumina HiSeq 2000	PAIRED	RANDOM	METATRANSCRIPTOMIC	ESM718V8_MTX	2018-05-15	969	379	ILLUMINA	2017-08-21	SRR5949304	SRS2443086	SRP115494	E5013C5_MTX		2014-11-05	ENVO:00009003	ENVO:2100002	ENVO:00002003		USA		Homo sapiens	15	Crohn''s disease	female	5013				Missing										public	human gut metagenome
RNA-Seq	185	PRJNA398089	SAMN07526565	MIGS/MIMS/MIMARKS.human-gut	HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH	sra	ncbi		SRX3107884	0	Illumina HiSeq 2000	PAIRED	RANDOM	METATRANSCRIPTOMIC	CSM67UBZ_MTX	2018-05-15	750	272	ILLUMINA	2017-08-21	SRR5949302	SRS2443087	SRP115494	C3003C14_MTX		2014-11-06	ENVO:00009003	ENVO:2100002	ENVO:00002003		USA		Homo sapiens	43	ulcerative colitis	female	3003				Missing										public	human gut metagenome
RNA-Seq	179	PRJNA398089	SAMN07526560	MIMS.me	HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH	sra	ncbi		SRX3107885	0	Illumina HiSeq 2000	PAIRED	RANDOM	METATRANSCRIPTOMIC	MSM6J2QR_MTX	2018-05-15	214	90	ILLUMINA	2017-08-21	SRR5949301	SRS2443088	SRP115494	M2014C20_MTX		2014-11-04	ENVO:00009003	ENVO:2100002	ENVO:00002003		USA		Homo sapiens	30	Crohn''s disease	male	2014				Missing										public	human gut metagenome
RNA-Seq	183	PRJNA398089	SAMN07526559	MIGS/MIMS/MIMARKS.human-gut	HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH	sra	ncbi		SRX3107886	0	Illumina HiSeq 2000	PAIRED	RANDOM	METATRANSCRIPTOMIC	CSM67U9D_MTX	2018-05-15	1175	422	ILLUMINA	2017-08-21	SRR5949300	SRS2443089	SRP115494	C3012C6_MTX		2014-11-04	ENVO:00009003	ENVO:2100002	ENVO:00002003		USA		Homo sapiens	37	Crohn''s disease	female	3012				Missing										public	human gut metagenome
RNA-Seq	181	PRJNA398089	SAMN07526562	MIGS/MIMS/MIMARKS.human-gut	HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH	sra	ncbi		SRX3107887	0	Illumina HiSeq 2000	PAIRED	RANDOM	METATRANSCRIPTOMIC	MSM6J2R2_MTX	2018-05-15	2770	1163	ILLUMINA	2017-08-21	SRR5949299	SRS2443090	SRP115494	M2027C14_MTX		2014-11-04	ENVO:00009003	ENVO:2100002	ENVO:00002003		USA		Homo sapiens	41	Crohn''s disease	male	2027				Missing										public	human gut metagenome
RNA-Seq	157	PRJNA398089	SAMN07526561	MIGS/MIMS/MIMARKS.human-gut	HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH	sra	ncbi		SRX3107888	0	Illumina HiSeq 2000	PAIRED	RANDOM	METATRANSCRIPTOMIC	HSM67VCZ_MTX	2018-05-15	1296	521	ILLUMINA	2017-08-21	SRR5949298	SRS2443091	SRP115494	H4020C3_MTX		2014-11-04	ENVO:00009003	ENVO:2100002	ENVO:00002003		USA		Homo sapiens	13	Crohn''s disease	male	4020				Missing										public	human gut metagenome
RNA-Seq	181	PRJNA398089	SAMN07526758	MIGS/MIMS/MIMARKS.human-gut	HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH	sra	ncbi		SRX3107889	0	Illumina HiSeq 2000	PAIRED	RANDOM	METATRANSCRIPTOMIC	CSM7KOJU_MTX	2018-05-15	584	248	ILLUMINA	2017-08-21	SRR5949297	SRS2443092	SRP115494	C3015C15_MTX		2015-04-14	ENVO:00009003	ENVO:2100002	ENVO:00002003		USA		Homo sapiens	50	ulcerative colitis	female	3015				Missing										public	human gut metagenome
RNA-Seq	180	PRJNA398089	SAMN07526757	MIGS/MIMS/MIMARKS.human-gut	HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH	sra	ncbi		SRX3107890	0	Illumina HiSeq 2000	PAIRED	RANDOM	METATRANSCRIPTOMIC	CSM7KOKJ_MTX	2018-05-15	1168	496	ILLUMINA	2017-08-21	SRR5949296	SRS2443093	SRP115494	C3017C15_MTX		2015-04-14	ENVO:00009003	ENVO:2100002	ENVO:00002003		USA		Homo sapiens	45	Crohn''s disease	male	3017				Missing										public	human gut metagenome
RNA-Seq	181	PRJNA398089	SAMN07526753	MIGS/MIMS/MIMARKS.human-gut	HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH	sra	ncbi		SRX3107892	0	Illumina HiSeq 2000	PAIRED	RANDOM	METATRANSCRIPTOMIC	CSM7KOKR_MTX	2018-05-15	1597	579	ILLUMINA	2017-08-21	SRR5949294	SRS2443094	SRP115494	C3028C7_MTX		2015-04-08	ENVO:00009003	ENVO:2100002	ENVO:00002003		USA		Homo sapiens	33	Crohn''s disease	male	3028				Missing										public	human gut metagenome
RNA-Seq	183	PRJNA398089	SAMN07526754	MIGS/MIMS/MIMARKS.human-gut	HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH	sra	ncbi		SRX3107891	0	Illumina HiSeq 2000	PAIRED	RANDOM	METATRANSCRIPTOMIC	ESM7F5C5_MTX	2018-05-15	3293	1215	ILLUMINA	2017-08-21	SRR5949295	SRS2443095	SRP115494	E5013C16_MTX		2015-04-09	ENVO:00009003	ENVO:2100002	ENVO:00002003		USA		Homo sapiens	15	Crohn''s disease	female	5013				Missing										public	human gut metagenome
RNA-Seq	91	PRJNA398089	SAMN07526756	MIMS.me	HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH	sra	ncbi		SRX3107893	0	Illumina HiSeq 2000	PAIRED	RANDOM	METATRANSCRIPTOMIC	MSM79HC4_MTX	2017-08-21	2159	718	ILLUMINA	2017-08-21	SRR5949293	SRS2443096	SRP115494	M2047C9_MTX		2015-04-13	ENVO:00009003	ENVO:2100002	ENVO:00002003		USA		Homo sapiens	57		male	2047				Missing										public	human gut metagenome
RNA-Seq	179	PRJNA398089	SAMN07526755	MIMS.me	HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH	sra	ncbi		SRX3107894	0	Illumina HiSeq 2000	PAIRED	RANDOM	METATRANSCRIPTOMIC	HSM7J4PQ_MTX	2018-05-15	1470	541	ILLUMINA	2017-08-21	SRR5949292	SRS2443097	SRP115494	H4020C14_MTX		2015-04-13	ENVO:00009003	ENVO:2100002	ENVO:00002003		USA		Homo sapiens	13	Crohn''s disease	male	4020				Missing										public	human gut metagenome
RNA-Seq	183	PRJNA398089	SAMN07526750	MIGS/MIMS/MIMARKS.human-gut	HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH	sra	ncbi		SRX3107895	0	Illumina HiSeq 2000	PAIRED	RANDOM	METATRANSCRIPTOMIC	HSM67VIL_MTX	2018-05-15	1887	681	ILLUMINA	2017-08-21	SRR5949291	SRS2443098	SRP115494	H4028C6_MTX		2015-04-07	ENVO:00009003	ENVO:2100002	ENVO:00002003		USA		Homo sapiens	13	Crohn''s disease	female	4028				Missing										public	human gut metagenome
RNA-Seq	179	PRJNA398089	SAMN07526752	MIGS/MIMS/MIMARKS.human-gut	HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH	sra	ncbi		SRX3107897	0	Illumina HiSeq 2000	PAIRED	RANDOM	METATRANSCRIPTOMIC	PSM7J1A2_MTX	2018-05-15	131	55	ILLUMINA	2017-08-21	SRR5949289	SRS2443099	SRP115494	P6018C4_MTX		2015-04-08	ENVO:00009003	ENVO:2100002	ENVO:00002003		USA		Homo sapiens	17		female	6018				Missing										public	human gut metagenome
RNA-Seq	181	PRJNA398089	SAMN07526749	MIMS.me	HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH	sra	ncbi		SRX3107896	0	Illumina HiSeq 2000	PAIRED	RANDOM	METATRANSCRIPTOMIC	HSM7CZ14_MTX	2018-05-15	826	350	ILLUMINA	2017-08-21	SRR5949290	SRS2443100	SRP115494	H4004C24_MTX		2015-04-07	ENVO:00009003	ENVO:2100002	ENVO:00002003		USA		Homo sapiens	14	Crohn''s disease	male	4004				Missing										public	human gut metagenome
RNA-Seq	184	PRJNA398089	SAMN07526751	MIGS/MIMS/MIMARKS.human-gut	HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH	sra	ncbi		SRX3107898	0	Illumina HiSeq 2000	PAIRED	RANDOM	METATRANSCRIPTOMIC	CSM7KOL4_MTX	2018-05-15	524	191	ILLUMINA	2017-08-21	SRR5949288	SRS2443101	SRP115494	C3010C19_MTX		2015-04-07	ENVO:00009003	ENVO:2100002	ENVO:00002003		USA		Homo sapiens	51	Crohn''s disease	female	3010				Missing										public	human gut metagenome
RNA-Seq	90	PRJNA398089	SAMN07526495	MIGS/MIMS/MIMARKS.human-gut	HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH	sra	ncbi		SRX3107899	0	Illumina HiSeq 2000	PAIRED	RANDOM	METATRANSCRIPTOMIC	HSM5MD4N_MTX	2017-08-21	974	350	ILLUMINA	2017-08-21	SRR5949287	SRS2443102	SRP115494	H4007C6_MTX		2014-08-28	ENVO:00009003	ENVO:2100002	ENVO:00002003		USA		Homo sapiens	15	Crohn''s disease	female	4007				Missing										public	human gut metagenome
RNA-Seq	174	PRJNA398089	SAMN07526496	MIMS.me	HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH	sra	ncbi		SRX3107900	0	Illumina HiSeq 2000	PAIRED	RANDOM	METATRANSCRIPTOMIC	MSM6J2JN_MTX	2018-05-15	2799	1154	ILLUMINA	2017-08-21	SRR5949286	SRS2443103	SRP115494	M2041C2_MTX		2014-08-28	ENVO:00009003	ENVO:2100002	ENVO:00002003		USA		Homo sapiens	55		male	2041				Missing										public	human gut metagenome
RNA-Seq	182	PRJNA398089	SAMN07526493	MIMS.me	HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH	sra	ncbi		SRX3107901	0	Illumina HiSeq 2000	PAIRED	RANDOM	METATRANSCRIPTOMIC	MSM5LLDA_MTX	2018-05-15	1507	539	ILLUMINA	2017-08-21	SRR5949285	SRS2443104	SRP115494	M2008C19_MTX		2014-08-27	ENVO:00009003	ENVO:2100002	ENVO:00002003		USA		Homo sapiens	30	Crohn''s disease	female	2008				Missing										public	human gut metagenome
RNA-Seq	179	PRJNA398089	SAMN07526494	MIGS/MIMS/MIMARKS.human-gut	HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH	sra	ncbi		SRX3107902	0	Illumina HiSeq 2000	PAIRED	RANDOM	METATRANSCRIPTOMIC	MSM6J2J5_MTX	2018-05-15	1460	616	ILLUMINA	2017-08-21	SRR5949284	SRS2443105	SRP115494	M2025C9_MTX		2014-08-28	ENVO:00009003	ENVO:2100002	ENVO:00002003		USA		Homo sapiens	43	Crohn''s disease	female	2025				Missing										public	human gut metagenome
RNA-Seq	184	PRJNA398089	SAMN07526491	MIGS/MIMS/MIMARKS.human-gut	HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH	sra	ncbi		SRX3107903	0	Illumina HiSeq 2000	PAIRED	RANDOM	METATRANSCRIPTOMIC	HSM5MD66_MTX	2018-05-15	4578	1617	ILLUMINA	2017-08-21	SRR5949283	SRS2443106	SRP115494	H4014C3_MTX		2014-08-26	ENVO:00009003	ENVO:2100002	ENVO:00002003		USA		Homo sapiens	10	Crohn''s disease	female	4014				Missing										public	human gut metagenome
RNA-Seq	181	PRJNA398089	SAMN07526492	MIGS/MIMS/MIMARKS.human-gut	HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH	sra	ncbi		SRX3107904	0	Illumina HiSeq 2000	PAIRED	RANDOM	METATRANSCRIPTOMIC	CSM5MCW6_MTX	2018-05-15	449	191	ILLUMINA	2017-08-21	SRR5949282	SRS2443107	SRP115494	C3008C5_MTX		2014-08-26	ENVO:00009003	ENVO:2100002	ENVO:00002003		USA		Homo sapiens	53	Crohn''s disease	female	3008				Missing										public	human gut metagenome
RNA-Seq	183	PRJNA398089	SAMN07526489	MIGS/MIMS/MIMARKS.human-gut	HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH	sra	ncbi		SRX3107905	0	Illumina HiSeq 2000	PAIRED	RANDOM	METATRANSCRIPTOMIC	MSM6J2HP_MTX	2018-05-15	1535	554	ILLUMINA	2017-08-21	SRR5949281	SRS2443108	SRP115494	M2039C3_MTX		2014-08-26	ENVO:00009003	ENVO:2100002	ENVO:00002003		USA		Homo sapiens	40		female	2039				Missing										public	human gut metagenome
RNA-Seq	179	PRJNA398089	SAMN07526490	MIMS.me	HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH	sra	ncbi		SRX3107906	0	Illumina HiSeq 2000	PAIRED	RANDOM	METATRANSCRIPTOMIC	HSM5MD7K_MTX	2018-05-15	1934	810	ILLUMINA	2017-08-21	SRR5949280	SRS2443109	SRP115494	H4006C7_MTX		2014-08-26	ENVO:00009003	ENVO:2100002	ENVO:00002003		USA		Homo sapiens	8	Crohn''s disease	male	4006				Missing										public	human gut metagenome
RNA-Seq	184	PRJNA398089	SAMN07526497	MIGS/MIMS/MIMARKS.human-gut	HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH	sra	ncbi		SRX3107907	0	Illumina HiSeq 2000	PAIRED	RANDOM	METATRANSCRIPTOMIC	CSM5MCWQ_MTX	2018-05-15	595	221	ILLUMINA	2017-08-21	SRR5949279	SRS2443110	SRP115494	C3003C9_MTX		2014-08-28	ENVO:00009003	ENVO:2100002	ENVO:00002003		USA		Homo sapiens	43	ulcerative colitis	female	3003				Missing										public	human gut metagenome
RNA-Seq	181	PRJNA398089	SAMN07526545	MIGS/MIMS/MIMARKS.human-gut	HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH	sra	ncbi		SRX3107909	0	Illumina HiSeq 2000	PAIRED	RANDOM	METATRANSCRIPTOMIC	HSM5MD7S_MTX	2018-05-15	1522	548	ILLUMINA	2017-08-21	SRR5949277	SRS2443111	SRP115494	H4006C11_MTX		2014-10-24	ENVO:00009003	ENVO:2100002	ENVO:00002003		USA		Homo sapiens	8	Crohn''s disease	male	4006				Missing										public	human gut metagenome
RNA-Seq	183	PRJNA398089	SAMN07526498	MIMS.me	HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH	sra	ncbi		SRX3107908	0	Illumina HiSeq 2000	PAIRED	RANDOM	METATRANSCRIPTOMIC	MSM6J2JZ_MTX	2018-05-15	2438	868	ILLUMINA	2017-08-21	SRR5949278	SRS2443112	SRP115494	M2042C2_MTX		2014-09-03	ENVO:00009003	ENVO:2100002	ENVO:00002003		USA		Homo sapiens	44		male	2042				Missing										public	human gut metagenome
RNA-Seq	180	PRJNA398089	SAMN07526859	MIMS.me	HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH	sra	ncbi		SRX3107910	0	Illumina HiSeq 2000	PAIRED	RANDOM	METATRANSCRIPTOMIC	MSM79H9G_MTX	2018-05-15	647	269	ILLUMINA	2017-08-21	SRR5949276	SRS2443113	SRP115494	M2060C12_MTX		2015-06-17	ENVO:00009003	ENVO:2100002	ENVO:00002003		USA		Homo sapiens	62		female	2060				Missing										public	human gut metagenome
RNA-Seq	180	PRJNA398089	SAMN07526860	MIGS/MIMS/MIMARKS.human-gut	HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH	sra	ncbi		SRX3107911	0	Illumina HiSeq 2000	PAIRED	RANDOM	METATRANSCRIPTOMIC	CSM7KOOV_MTX	2018-05-15	904	378	ILLUMINA	2017-08-21	SRR5949275	SRS2443114	SRP115494	C3027C14_MTX		2015-06-17	ENVO:00009003	ENVO:2100002	ENVO:00002003		USA		Homo sapiens	36	Crohn''s disease	female	3027				Missing										public	human gut metagenome
RNA-Seq	183	PRJNA398089	SAMN07526861	MIGS/MIMS/MIMARKS.human-gut	HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH	sra	ncbi		SRX3107912	0	Illumina HiSeq 2000	PAIRED	RANDOM	METATRANSCRIPTOMIC	MSM79H7O_MTX	2018-05-15	2069	750	ILLUMINA	2017-08-21	SRR5949274	SRS2443115	SRP115494	M2047C13_MTX		2015-06-22	ENVO:00009003	ENVO:2100002	ENVO:00002003		USA		Homo sapiens	57		male	2047				Missing										public	human gut metagenome
RNA-Seq	181	PRJNA398089	SAMN07526862	MIMS.me	HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH	sra	ncbi		SRX3107913	0	Illumina HiSeq 2000	PAIRED	RANDOM	METATRANSCRIPTOMIC	MSM79H81_MTX	2018-05-15	510	217	ILLUMINA	2017-08-21	SRR5949273	SRS2443116	SRP115494	M2072C7_MTX		2015-06-23	ENVO:00009003	ENVO:2100002	ENVO:00002003		USA		Homo sapiens	51		male	2072				Missing										public	human gut metagenome
RNA-Seq	175	PRJNA398089	SAMN07526863	MIMS.me	HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH	sra	ncbi		SRX3107914	0	Illumina HiSeq 2000	PAIRED	RANDOM	METATRANSCRIPTOMIC	HSM7J4IO_MTX	2018-05-15	1999	726	ILLUMINA	2017-08-21	SRR5949272	SRS2443117	SRP115494	H4020C19_MTX		2015-06-23	ENVO:00009003	ENVO:2100002	ENVO:00002003		USA		Homo sapiens	13	Crohn''s disease	male	4020				Missing										public	human gut metagenome
RNA-Seq	183	PRJNA398089	SAMN07526864	MIGS/MIMS/MIMARKS.human-gut	HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH	sra	ncbi		SRX3107915	0	Illumina HiSeq 2000	PAIRED	RANDOM	METATRANSCRIPTOMIC	CSM7KOPU_MTX	2018-05-15	1467	526	ILLUMINA	2017-08-21	SRR5949271	SRS2443118	SRP115494	C3016C20_MTX		2015-06-23	ENVO:00009003	ENVO:2100002	ENVO:00002003		USA		Homo sapiens	32	Crohn''s disease	female	3016				Missing										public	human gut metagenome
RNA-Seq	176	PRJNA398089	SAMN07526865	MIGS/MIMS/MIMARKS.human-gut	HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH	sra	ncbi		SRX3107916	0	Illumina HiSeq 2000	PAIRED	RANDOM	METATRANSCRIPTOMIC	HSM7J4LH_MTX	2018-05-15	779	284	ILLUMINA	2017-08-21	SRR5949270	SRS2443119	SRP115494	H4018C21_MTX		2015-06-23	ENVO:00009003	ENVO:2100002	ENVO:00002003		USA		Homo sapiens	13		female	4018				Missing										public	human gut metagenome
RNA-Seq	181	PRJNA398089	SAMN07526866	MIMS.me	HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH	sra	ncbi		SRX3107917	0	Illumina HiSeq 2000	PAIRED	RANDOM	METATRANSCRIPTOMIC	HSM7J4J7_MTX	2018-05-15	1149	477	ILLUMINA	2017-08-21	SRR5949269	SRS2443120	SRP115494	H4038C2_MTX		2015-06-23	ENVO:00009003	ENVO:2100002	ENVO:00002003		USA		Homo sapiens	15	Crohn''s disease	male	4038				Missing										public	human gut metagenome
RNA-Seq	184	PRJNA398089	SAMN07526867	MIGS/MIMS/MIMARKS.human-gut	HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH	sra	ncbi		SRX3107918	0	Illumina HiSeq 2000	PAIRED	RANDOM	METATRANSCRIPTOMIC	CSM7KOPI_MTX	2018-05-15	1336	487	ILLUMINA	2017-08-21	SRR5949268	SRS2443121	SRP115494	C3015C20_MTX		2015-06-23	ENVO:00009003	ENVO:2100002	ENVO:00002003		USA		Homo sapiens	50	ulcerative colitis	female	3015				Missing										public	human gut metagenome
RNA-Seq	179	PRJNA398089	SAMN07526868	MIGS/MIMS/MIMARKS.human-gut	HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH	sra	ncbi		SRX3107919	0	Illumina HiSeq 2000	PAIRED	RANDOM	METATRANSCRIPTOMIC	CSM7KORO_MTX	2018-05-15	741	316	ILLUMINA	2017-08-21	SRR5949267	SRS2443122	SRP115494	C3034C2_MTX		2015-06-23	ENVO:00009003	ENVO:2100002	ENVO:00002003		USA		Homo sapiens	36	ulcerative colitis	female	3034				Missing										public	human gut metagenome
RNA-Seq	181	PRJNA398089	SAMN07526707	MIGS/MIMS/MIMARKS.human-gut	HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH	sra	ncbi		SRX3107920	0	Illumina HiSeq 2000	PAIRED	RANDOM	METATRANSCRIPTOMIC	PSM6XBV4_MTX	2018-05-15	2245	925	ILLUMINA	2017-08-21	SRR5949266	SRS2443123	SRP115494	P6010C7_MTX		2015-03-03	ENVO:00009003	ENVO:2100002	ENVO:00002003		USA		Homo sapiens	10	Crohn''s disease	male	6010				Missing										public	human gut metagenome
RNA-Seq	182	PRJNA398089	SAMN07526708	MIGS/MIMS/MIMARKS.human-gut	HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH	sra	ncbi		SRX3107921	0	Illumina HiSeq 2000	PAIRED	RANDOM	METATRANSCRIPTOMIC	CSM79HPA_MTX	2018-05-15	1863	673	ILLUMINA	2017-08-21	SRR5949265	SRS2443124	SRP115494	C3023C8_MTX		2015-03-03	ENVO:00009003	ENVO:2100002	ENVO:00002003		USA		Homo sapiens	60	Crohn''s disease	male	3023				Missing										public	human gut metagenome
RNA-Seq	183	PRJNA398089	SAMN07526701	MIGS/MIMS/MIMARKS.human-gut	HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH	sra	ncbi		SRX3107922	0	Illumina HiSeq 2000	PAIRED	RANDOM	METATRANSCRIPTOMIC	CSM79HPK_MTX	2018-05-15	4833	1754	ILLUMINA	2017-08-21	SRR5949264	SRS2443125	SRP115494	C3013C13_MTX		2015-02-24	ENVO:00009003	ENVO:2100002	ENVO:00002003		USA		Homo sapiens	26	ulcerative colitis	female	3013				Missing										public	human gut metagenome
RNA-Seq	179	PRJNA398089	SAMN07526699	MIGS/MIMS/MIMARKS.human-gut	HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH	sra	ncbi		SRX3107924	0	Illumina HiSeq 2000	PAIRED	RANDOM	METATRANSCRIPTOMIC	ESM5ME9U_MTX	2018-05-15	801	332	ILLUMINA	2017-08-21	SRR5949262	SRS2443126	SRP115494	E5004C22_MTX		2015-02-24	ENVO:00009003	ENVO:2100002	ENVO:00002003		USA		Homo sapiens	7	ulcerative colitis	female	5004				Missing										public	human gut metagenome
RNA-Seq	183	PRJNA398089	SAMN07526702	MIGS/MIMS/MIMARKS.human-gut	HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH	sra	ncbi		SRX3107923	0	Illumina HiSeq 2000	PAIRED	RANDOM	METATRANSCRIPTOMIC	HSM7CZ1V_MTX	2018-05-15	1627	589	ILLUMINA	2017-08-21	SRR5949263	SRS2443127	SRP115494	H4027C3_MTX		2015-02-24	ENVO:00009003	ENVO:2100002	ENVO:00002003		USA		Homo sapiens	15	ulcerative colitis	male	4027				Missing										public	human gut metagenome
RNA-Seq	180	PRJNA398089	SAMN07526700	MIGS/MIMS/MIMARKS.human-gut	HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH	sra	ncbi		SRX3107925	0	Illumina HiSeq 2000	PAIRED	RANDOM	METATRANSCRIPTOMIC	CSM79HOL_MTX	2018-05-15	699	300	ILLUMINA	2017-08-21	SRR5949261	SRS2443128	SRP115494	C3012C14_MTX		2015-02-24	ENVO:00009003	ENVO:2100002	ENVO:00002003		USA		Homo sapiens	37	Crohn''s disease	female	3012				Missing										public	human gut metagenome
